City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
551,Richards Bay,ZA,-28.783,32.0377,71.29,85,95,5.77,overcast clouds
552,Bathsheba,BB,13.2167,-59.5167,83.01,61,40,19.57,scattered clouds
553,Morgan City,US,29.6994,-91.2068,66.2,48,0,14.97,clear sky
554,Ruwi,OM,23.5996,58.5507,72.12,64,0,6.22,clear sky
555,Quarteira,PT,37.0695,-8.1006,56.97,35,0,6.91,clear sky
556,Shuangyang,CN,43.5242,125.6736,-4.04,91,4,2.82,clear sky
557,Lutry,CH,46.5024,6.6865,39.87,88,4,4.12,clear sky
558,Okhotsk,RU,59.3833,143.3,14.79,72,100,19.64,overcast clouds
559,Byron Bay,AU,-28.65,153.6167,73.35,88,69,7.36,broken clouds
560,Elliot,ZA,-31.3333,27.85,62.08,86,93,1.77,overcast clouds
561,Juneau,US,58.3019,-134.4197,35.6,94,100,6.91,snow
562,Ransang,PH,8.9603,117.5828,77.94,85,6,4.23,clear sky
563,Acarau,BR,-2.8856,-40.12,75.51,83,100,12.15,light rain
564,Lozuvatka,UA,48.0571,33.2858,28.71,95,63,12.53,broken clouds
565,Sakaiminato,JP,35.55,133.2333,33.78,100,75,5.75,broken clouds
566,Corrente,BR,-3.7367,-43.3394,76.93,78,98,3.22,overcast clouds
567,Kefamenanu,ID,-9.4467,124.4781,71.37,93,94,5.91,overcast clouds
568,Omboue,GA,-1.5746,9.2618,78.91,82,100,4.07,overcast clouds
569,Pimentel,PE,-6.8367,-79.9342,79.09,53,0,17.27,clear sky
570,Alihe,CN,50.5667,123.7167,-8.37,97,14,3.24,few clouds
571,Gasa,PS,31.5,34.4667,51.91,67,0,5.57,clear sky
572,Spasskoye,RU,44.6108,132.7969,-0.6,98,100,1.92,overcast clouds
573,Wana,PK,32.2989,69.5725,46.13,55,0,6.73,clear sky
574,Rotterdam,NL,51.9225,4.4792,42.89,76,100,10.36,overcast clouds
575,Natal,BR,-5.795,-35.2094,86.65,70,40,16.11,scattered clouds
576,Camana,PE,-16.6228,-72.7111,73.78,66,32,8.59,scattered clouds
577,Alice Springs,AU,-23.7,133.8833,72.95,100,100,8.05,overcast clouds
578,Myre,NO,69.1036,15.9492,28.35,67,100,14.38,light snow
579,Wyndham,US,37.6985,-77.6125,39.02,46,100,1.99,overcast clouds
580,Bambanglipuro,ID,-7.95,110.2833,62.6,89,100,3.51,overcast clouds
581,Fukue,JP,32.6881,128.8419,45.34,56,6,23.09,clear sky
582,Launceston,AU,-41.45,147.1667,58.6,91,5,1.99,clear sky
583,Karonga,MW,-9.9333,33.9333,73.47,86,100,3.22,moderate rain
584,Tazovskiy,RU,67.4667,78.7,-10.41,98,99,8.19,overcast clouds
585,Killybegs,IE,54.6333,-8.45,46.11,77,100,30.02,overcast clouds
586,Rajpur,IN,22.3,74.35,63.48,27,0,3.74,clear sky
587,Sicamous,CA,50.8331,-118.9856,34.29,91,100,3.98,overcast clouds
588,Buraydah,SA,26.326,43.975,59.45,34,94,15.93,overcast clouds
589,Singaparna,ID,-7.3515,108.111,71.6,96,100,2.24,overcast clouds
590,Idlib,SY,35.9306,36.6339,39.63,87,100,6.4,overcast clouds
591,Hovd,MN,48.0056,91.6419,-13.34,80,20,2.01,few clouds
592,Coihaique,CL,-45.5752,-72.0662,59.61,45,31,12.71,scattered clouds
593,Sibolga,ID,1.7427,98.7792,76.41,90,100,3.15,overcast clouds
594,Tabatinga,BR,-4.2525,-69.9381,91.49,52,75,9.22,broken clouds
595,Nishihara,JP,26.1842,127.7558,56.86,57,75,23.02,broken clouds
596,Husavik,IS,66.0449,-17.3389,24.71,76,25,22.06,scattered clouds
597,Ural,RU,55.9078,94.7464,-15.16,100,83,1.63,broken clouds
598,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.46,77,100,4.47,overcast clouds
599,Howard Springs,AU,-12.497,131.047,84.11,93,100,13.91,overcast clouds
600,Winnemucca,US,40.973,-117.7357,39.25,38,0,3.44,clear sky
601,Sioux Lookout,CA,50.1001,-91.917,5.38,92,100,4.61,overcast clouds
602,Pouebo,NC,-20.4,164.5667,77.68,85,100,4.16,overcast clouds
603,Harper,LR,4.375,-7.7169,80.2,83,67,7.43,broken clouds
604,Krasnoselkup,RU,65.7,82.4667,-5.08,98,96,8.19,overcast clouds
605,Nuuk,GL,64.1835,-51.7216,5.02,79,100,10.63,overcast clouds
606,Broken Hill,AU,-31.95,141.4333,78.51,65,100,4.61,overcast clouds
607,Fort Portal,UG,0.6617,30.2748,72.23,35,96,2.59,overcast clouds
608,Bibiani,GH,6.4635,-2.3194,77.07,20,81,2.91,broken clouds
609,Shwebo,MM,22.5667,95.7,58.98,59,1,6.44,clear sky
610,Marysville,US,48.0518,-122.1771,49.44,90,100,1.01,overcast clouds
611,Coos Bay,US,43.3665,-124.2179,54.14,100,100,9.22,overcast clouds
612,Dryden,CA,49.7833,-92.7503,5.29,85,75,6.91,broken clouds
613,Adrar,MR,20.5022,-10.0711,78.6,11,99,8.19,overcast clouds
614,Hami,CN,42.8,93.45,23.72,40,100,1.25,overcast clouds
615,Shangrao,CN,28.4532,117.9686,33.87,94,7,2.8,clear sky
616,Prince Rupert,CA,54.3161,-130.3201,37.49,93,100,5.75,overcast clouds
617,Zhangye,CN,38.9342,100.4517,16.23,43,69,1.23,broken clouds
618,Kuytun,RU,54.3419,101.5036,-6.97,99,100,2.44,overcast clouds
619,Gladstone,AU,-23.85,151.25,75.13,83,19,3.44,few clouds
620,Batagay-Alyta,RU,67.8006,130.4114,-20.27,95,63,2.21,broken clouds
621,Dangriga,BZ,16.9692,-88.2321,76.98,61,1,11.86,clear sky
622,Morondava,MG,-20.2833,44.2833,82.6,73,34,11.61,scattered clouds
623,Mao,ES,39.8885,4.2658,50.56,81,0,6.91,clear sky
624,Kudat,MY,6.8837,116.8477,77.29,94,20,0.0,few clouds
625,Metu,ET,8.3,35.5833,68.16,41,96,2.86,overcast clouds
626,Ambulu,ID,-8.345,113.6058,76.32,91,100,2.93,overcast clouds
627,Tingi,TZ,-11.3,35.0333,62.98,92,67,1.61,light rain
628,Mitu,CO,1.1983,-70.1733,92.35,29,6,5.17,clear sky
629,Jian,CN,27.1172,114.9793,41.14,76,100,4.7,light rain
630,Skibbereen,IE,51.55,-9.2667,46.2,74,100,17.36,overcast clouds
631,Sosnogorsk,RU,63.6023,53.8817,6.06,96,100,4.99,overcast clouds
632,Anzhero-Sudzhensk,RU,56.081,86.0285,6.46,97,35,4.21,scattered clouds
633,Bokoro,TD,12.3807,17.0568,70.23,15,0,12.8,clear sky
634,Sambava,MG,-14.2667,50.1667,78.21,86,69,12.77,broken clouds
635,Tetiyiv,UA,49.3767,29.6647,32.04,97,98,16.73,light snow
636,Taga,RO,46.95,24.05,39.69,88,96,25.23,overcast clouds
637,Samarai,PG,-10.6167,150.6667,80.67,77,99,7.72,overcast clouds
638,Alberdi,AR,-32.8899,-60.6906,95.16,30,0,4.0,clear sky
639,Mezokovesd,HU,47.8167,20.5833,38.93,66,13,24.72,few clouds
640,Tucumcari,US,35.1717,-103.725,52.95,17,100,4.76,overcast clouds
641,Terenos,BR,-20.4422,-54.8603,82.11,74,75,10.36,light rain
642,Lata,PT,40.1629,-8.3327,54.01,50,91,2.75,overcast clouds
643,Ucluelet,CA,48.9329,-125.5528,44.1,93,100,5.99,light rain
644,Crosshouse,GB,55.6126,-4.5509,44.35,84,75,28.77,moderate rain
645,Palmeira Das Missoes,BR,-27.8994,-53.3136,84.42,34,49,6.35,scattered clouds
646,Riyadh,SA,24.6877,46.7219,59.14,38,0,13.58,clear sky
647,Nador,MA,35.174,-2.9287,55.65,71,0,4.61,clear sky
648,Tolaga Bay,NZ,-38.3667,178.3,66.16,78,71,7.09,broken clouds
649,Izmaylovo,RU,53.7211,47.2458,24.93,92,100,5.01,overcast clouds
650,Fetsund,NO,59.929,11.1625,32.27,57,72,0.83,broken clouds
651,Kuryk,KZ,43.2,51.65,42.21,73,100,7.92,overcast clouds
652,Marsh Harbour,BS,26.5412,-77.0636,62.65,59,100,12.19,overcast clouds
653,Bukama,CD,-9.2,25.85,69.24,95,99,1.45,overcast clouds
654,Port Hedland,AU,-20.3167,118.5667,82.45,83,62,14.97,broken clouds
655,Dicabisagan,PH,17.0818,122.4157,73.69,89,99,12.08,overcast clouds
656,Camalu,MX,30.85,-116.0667,68.41,42,0,8.55,clear sky
657,Erenhot,CN,43.6475,111.9767,6.58,93,100,15.79,light snow
658,Paamiut,GL,61.994,-49.6678,10.08,77,100,4.79,overcast clouds
659,Pontianak,ID,-0.0333,109.3333,75.18,100,40,1.14,mist
660,Gornyak,RU,50.9942,81.4661,15.84,74,100,13.76,overcast clouds
661,Impfondo,CG,1.6381,18.0667,77.47,27,100,2.42,overcast clouds
662,Inhambane,MZ,-23.865,35.3833,78.78,88,20,5.01,few clouds
663,San Bartolome De Tirajana,ES,27.9248,-15.5733,54.07,72,0,2.3,haze
664,Vanavara,RU,60.34,102.2797,-18.08,100,100,1.03,overcast clouds
665,Chulym,RU,55.0997,80.9572,9.43,96,65,8.52,broken clouds
666,Pietarsaari,FI,63.65,22.6833,19.53,87,100,14.32,overcast clouds
667,Saint-Louis,SN,16.3333,-15.0,89.24,10,98,7.7,overcast clouds
668,Maryborough,AU,-25.5333,152.7,70.9,94,30,4.34,scattered clouds
669,Lethem,GY,3.3803,-59.7968,97.54,25,38,11.1,scattered clouds
670,Palmer,US,42.1584,-72.3287,24.67,33,20,1.01,few clouds
671,Alekseyevka,RU,50.6309,38.6903,30.74,96,100,15.99,snow
672,Vaitape,PF,-16.5167,-151.75,80.28,72,27,9.19,scattered clouds
673,Pingxiang,CN,27.6167,113.85,39.34,87,100,0.81,light rain
674,West Bay,KY,19.3667,-81.4167,74.07,60,75,1.99,broken clouds
675,Rakamaz,HU,48.1333,21.4667,42.46,60,69,16.4,broken clouds
676,Akhtanizovskaya,RU,45.32,37.1,43.27,71,100,21.09,overcast clouds
677,Tel Aviv-Yafo,IL,32.0805,34.7805,52.7,78,0,8.05,clear sky
678,Santo Domingo,DO,18.5001,-69.9886,91.04,65,20,4.0,few clouds
679,Vilyuysk,RU,63.7553,121.6247,-24.66,100,85,4.38,overcast clouds
680,Yumen,CN,40.2833,97.2,15.17,44,100,6.82,overcast clouds
681,Altamont,US,42.2068,-121.7372,46.78,55,100,2.53,overcast clouds
682,Gunjur,GM,13.2019,-16.7339,78.87,57,100,6.91,overcast clouds
683,Miri,MY,4.4148,114.0089,75.34,100,40,3.44,light rain
684,Xinan,CN,26.72,119.8556,42.8,79,39,7.74,scattered clouds
685,Road Town,VG,18.4167,-64.6167,82.44,65,20,9.22,few clouds
686,Barra Do Garcas,BR,-15.89,-52.2567,75.78,94,75,3.49,moderate rain
687,Loding,NO,67.3,14.75,30.11,93,100,1.01,overcast clouds
688,Biggar,GB,55.6167,-3.5167,43.09,83,100,28.97,overcast clouds
689,Salinopolis,BR,-0.6136,-47.3561,77.32,89,93,9.15,overcast clouds
690,Eydhafushi,MV,5.1033,73.0708,81.28,77,35,13.53,scattered clouds
691,Lakatoro,VU,-16.0999,167.4164,78.4,89,100,7.23,overcast clouds
692,Muana,BR,-1.5283,-49.2167,77.94,90,98,4.07,overcast clouds
693,Manuk Mangkaw,PH,4.8,119.85,80.67,75,13,7.29,few clouds
694,Peniche,PT,39.3558,-9.3811,58.62,60,12,5.88,few clouds
695,Rio Negrinho,BR,-26.2544,-49.5183,64.96,94,100,4.36,overcast clouds
696,Ducheng,CN,23.2373,111.5317,52.66,68,100,5.26,light rain
697,Tateyama,JP,34.9833,139.8667,40.93,42,75,17.27,broken clouds
698,Brigantine,US,39.4101,-74.3646,28.15,42,2,13.38,clear sky
699,Khandyga,RU,62.6667,135.6,-40.07,100,55,0.63,broken clouds
700,Ngorongoro,TZ,-3.2397,35.4875,55.27,91,100,3.47,light rain
701,Khani,GE,41.9563,42.9566,31.57,83,100,6.33,overcast clouds
702,Angul,IN,20.85,85.1,59.52,36,0,0.56,clear sky
703,Trelew,AR,-43.249,-65.3051,67.1,22,60,19.3,broken clouds
704,Sangar,RU,63.9242,127.4739,-35.19,99,35,2.46,scattered clouds
705,Asau,RO,46.4333,26.4,40.39,71,99,21.68,overcast clouds
706,Nanchang,CN,28.6833,115.8833,40.68,76,100,5.39,overcast clouds
